raw_text,aspectTerms,aspectCategories
"It started by randomly not charging when plugged in (hovering over the battery icon would show, for example, ""74%, plugged in, not charging""), requiring me to unplug and plug it back in several times to get it to charge.","[{'term': 'charging', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It still meets my needs well in both business and home.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It takes less than 30 seconds to boot up in the morning and I have never had any issues with it freezing.,"[{'term': 'fires up', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It took Toshiba tech support 4 calls and 4 different techs to resolve the issue.,"[{'term': 'Toshiba tech support', 'polarity': 'negative'}, {'term': 'techs', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It was a laugh too!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It was a tough choice.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It was definitely a smart move.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It was overrated!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It was super easy to set up and is really easy to get used to.,"[{'term': 'set up', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It works fine with our wireless and they've had no problems.,"[{'term': 'works', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's a dog plain and simple.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's a good laptop for its value.,"[{'term': 'value', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's also FUN to use!,"[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's even easy to connect to other wireless networks.,"[{'term': 'hook up to other wireless networks', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's extremely quick.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
It's face and dependable.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It's fast, it's easy to set up, easy to hook to my wireless network.","[{'term': 'set up', 'polarity': 'positive'}, {'term': 'hook to my wireless network', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It's pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[{'term': 'web browsing', 'polarity': 'positive'}, {'term': 'uploading photos', 'polarity': 'positive'}, {'term': 'watching movies', 'polarity': 'positive'}, {'term': 'creating presentations', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"It's super shiny, so you can see the fingerprints easily.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Its applications are terrific, including the replacements for Microsoft office.","[{'term': 'applications', 'polarity': 'positive'}, {'term': 'Microsoft office', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Its white color is stylish for college students and easy to carry and take to classes.,"[{'term': 'color', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Just do not waste your time and money on this.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Keyboard is a reasonable size.,"[{'term': 'Keyboard', 'polarity': 'positive'}, {'term': 'size', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Later it held zero charge, and its replacement worked for less than three months.","[{'term': 'charge', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Let me start with the good: So awesome.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Long story, but after many calls to various  offices, I was told that no one can override the depot, and that managers  don't take phone calls or emails.","[{'term': 'depot', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Mac also has many apps and programs that are quite inexpensive or free.,"[{'term': 'apps', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Me and my boyfriend bought the Gateway NV78 in Nov of 09.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"More times than not, the screen pops up saying I have a bad internet connection, or the page can't be displayed.","[{'term': 'internet connection', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Most laptops and notebooks are difficult to type on.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Most of my papers could not be saved, and when they could be, half the time, the papers were then erased.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
My MacBook is probably the best investment I've ever made.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
My MacBook is so much better looking and so thin!,"[{'term': 'looking', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My computer froze on several occasions, had buttons that randomly would fall off and even had moments when the computer would refuse to turn on at all.","[{'term': 'buttons', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My friends or children use that when they need to borrow the Net =) When I outgrow this, meaning when it's old and my oldest child is ready for one she will get this one AND I will be buying only TOSHIBA!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
My house is now 100% MacBook.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My husband mainly uses it for games, email, and music.","[{'term': 'games', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
My niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"[{'term': 'video card', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
My only issue is I can not register the product key.,"[{'term': 'PRODUCT KEY', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[{'term': 'support', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","[{'term': 'mac osx', 'polarity': 'positive'}, {'term': 'operating system', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"My son said it popped up, and he clicked update.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Needs regular maintenance.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"No issues, no lock ups, no disappointments.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"No, I am generous calling it slow.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"No, they don't even support their BIOS and it ""could be a problem with the BIOS"" How can a company that makes a fairly decent product get away with such absurdity??!","[{'term': 'bios', 'polarity': 'negative'}, {'term': 'bios', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Not using wired lan not sure what that's about.,"[{'term': 'wired lan', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Now the mainboard is broken, have to wait for a new one.","[{'term': 'mainboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Now they are confident in the product.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Oh, and if that's not bad enough, it doesn't come with a recovery CD, so you can make one if you know how to or buy one if you buy it the cost is $25 for two CDs.","[{'term': 'recovery cd', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"On 3 July 2004, I purchased this model at Best Buy for about $150.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"On the positive side, at least I wasn't without my laptop for long this time!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10.","[{'term': '4GB stick of RAM', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
One of the primary reasons why I purchased an iPad was to store photographs so that I could show them to my customers.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
One suggestion I have is not to bother getting Microsoft office for the mac expecting it to work just like on a PC.,"[{'term': 'Microsoft office for the mac', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Only thing I would want to add to this is an internal bluray read\/write drive.,"[{'term': 'bluray read/write drive', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Otherwise, this little notebook has met all my expectations.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Owning a 17-inch Macbook gives the flexibility to sit anywhere you want without worrying about bothering anyone.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Pairing it with an iPhone is an absolute pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"[{'term': 'syncing', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
People know what they are talking about and they take pride in the product that they are selling.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Probably the worst decision we ever made!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Quality Display I love HP, it's the only computer/printer we will buy.","[{'term': 'Quality Display', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Regarding HP, excuses were given with no results.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Runs hot I thought we were paying for quality in our decision to buy an Apple product.,"[{'term': 'quality', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Second, it gets scratches easily, and when it gets old, some things may be operated.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Setting up and using the device is straightforward.,"[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
She said it's very user friendly.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"She told me flatly, ""It's like that one.""","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptop and a desktop.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Since then, I have encountered minor issues with slow operation.","[{'term': 'operation', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So I called customer support (which is good too) and they went through it, and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","[{'term': 'customer support', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'neutral'}, {'term': 'safety feature', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
So buyer beware when buying Toshiba.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
So i would not reccomend anyone buying this computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So if you want a good machine that does almost anything, this is the one, if you want a low-budget computer, then look at the other great brands Best Buy sells.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So in a brief summary, I would have to say that I would not recommend the Dell Vostro 1000 to anyone due to it being a downright awful setup, so in my opinion you should steer clear of them if you want a decent laptop.","[{'term': 'setup', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So needless to say, I'm not happy.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So what am I supposed to do? The LG service center cannot provide me with the ""service"" when it is called the ""service center"".","[{'term': 'LG service center', 'polarity': 'negative'}, {'term': 'service center', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So, buyers beware!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"So, the fact that the computer does not work on the 24 twenty fourth day is my fault.","[{'term': 'work', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Some features aren't friendly (volume wheel, sound quality, etc.","[{'term': 'volume wheel', 'polarity': 'negative'}, {'term': 'sound quality', 'polarity': 'negative'}, {'term': 'features', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Steve Jobs probably needs help and donations and cannot afford reasonable offers for people who truly try to support his company.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Strengths: Well-shaped Weaknesses: A bad videocard!,"[{'term': 'videocard', 'polarity': 'negative'}, {'term': 'shaped', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Strong performance in this device makes use fun and a strong sense of the era of speed. This device serves all modern requirements, is a very strong game, and is very useful for designers.","[{'term': 'performance', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Summary: I've had this laptop for 2 months, out of the blue, the power adapter stops working.","[{'term': 'power adapter', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Summary: Spend your money elsewhere.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Supplied software: The software that comes with this machine is much better than what Windows comes with.,"[{'term': 'Supplied software', 'polarity': 'neutral'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'Windows', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
THE MOTHERBOARD IS DEAD !,"[{'term': 'MOTHERBOARD', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,"[{'term': 'manuf', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
That's how exasperating it was.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The ""Time remaining"" fluctuates from 4 hours plus to less than 2 hours in about 10 minutes.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The 17-inch screen is very large, but the computer is very light.","[{'term': '17 inch screen', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The 4 USB ports are handy, but the two on the side only function sporadically.","[{'term': 'USB ports', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The Apple applications (ex.iPhoto) are enjoyable, easy, and really cool to use (unlike the competition)!","[{'term': 'Apple applications', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The Battery and surfing the web are lasting about 6 hours on Sundays.,"[{'term': 'Battery', 'polarity': 'neutral'}, {'term': 'surfing the web', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1\/2 way done.","[{'term': 'Bluetooth', 'polarity': 'negative'}, {'term': 'fingerprint reader driver', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The DVD burner broke after burning 3 DVDs during that time!,"[{'term': 'DVD burner', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The Hewlett Packard HP Pavilion DV6000 Laptop is the worst laptop we have ever purchased.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The Keyboard is plastic and spongey feeling.,"[{'term': 'Keyboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The MacBook rarely requires a hard reboot.,"[{'term': 'hard reboot', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The MacBooks are compact enough to be highly portable yet capable of storing a large amount of information and delivering great performance.,"[{'term': 'performance', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The Material this Pro is made out of seems a lot nicer than any PC. Specs: Like I said, this performs a lot better than any computer I've had in the past.","[{'term': 'Material', 'polarity': 'positive'}, {'term': 'Specs', 'polarity': 'negative'}, {'term': 'performs', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The OS is very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS.","[{'term': 'OS', 'polarity': 'positive'}, {'term': 'OS', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The Toshiba Mini Notebook, Model NB 305-N410BL, is an excellent little computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The battery is irreplaceable.,"[{'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The battery life appears to be very good, and have had no issues with it.","[{'term': 'battery life', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The battery life has not decreased since I bought it, so I'm thrilled with that.","[{'term': 'battery life', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The battery life is really long.,"[{'term': 'battery', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The battery only holds a charge for a little over an hour.,"[{'term': 'charged', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The best aspect of this laptop is the price besides some of the newer features.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The big screen allows you to enjoy watching movies, pictures, and etc!","[{'term': 'screen', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"[{'term': 'board', 'polarity': 'negative'}, {'term': 'connector', 'polarity': 'negative'}, {'term': 'power supply', 'polarity': 'negative'}, {'term': 'warrenty', 'polarity': 'negative'}, {'term': 'power supply', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The built-in camera is very useful when chatting with other techs in remote buildings on our campus.,"[{'term': 'built in camera', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The buttons on the mouse are tough to press.,"[{'term': 'mouse buttons', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The charger seems large for this class of computer.,"[{'term': 'Charger', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The company sent me a whole new cord overnight and apologized.,"[{'term': 'cord', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The computer has been at the service facility more than in my hands.,"[{'term': 'SERVICE FACILITY', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The computer is sluggish to boot up and occasionally crashes entirely.,"[{'term': 'boot up', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The customer service department of Toshiba wants me to be without my laptop for approximately two weeks while they investigate the issue.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The display isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.","[{'term': 'screen', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The downside to this netbook is pretty much the same for any netbook: the screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,"[{'term': 'screen size', 'polarity': 'neutral'}, {'term': 'battery life', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The features are good enough for what I need.,"[{'term': 'feature', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The features are great, the only thing it needs is better speakers.","[{'term': 'features', 'polarity': 'positive'}, {'term': 'speakers', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The first full charge of this battery only lasted about 2 full hours.,"[{'term': 'battery', 'polarity': 'negative'}, {'term': 'full charge', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The graphics and screen are amazing and even though I was a PC user, I quickly learned how to use a Mac.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.","[{'term': 'headphone', 'polarity': 'negative'}, {'term': 'mic jack', 'polarity': 'negative'}, {'term': 'touch-pad', 'polarity': 'neutral'}, {'term': 'touch-pad', 'polarity': 'negative'}, {'term': 'headphones', 'polarity': 'negative'}, {'term': 'mic', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The high price tag, however.","[{'term': 'price tag', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The image is great, and the sound is excellent.","[{'term': 'image', 'polarity': 'positive'}, {'term': 'soud', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The internet speed is amazing.,"[{'term': 'internet speed', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The internet was locked and froze every time it was trying to be used, and the command prompt would not work at all.","[{'term': 'internet', 'polarity': 'negative'}, {'term': 'command prompt', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The key bindings take a little getting used to, but have loved the Macbook Pro.","[{'term': 'key bindings', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The keyboard could use some trimming.,"[{'term': 'Keyboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The laptop is relatively simple to use, though I bought Macs for Dummies, which is well worth $2.","[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The leather carrying case, Keyboard and mouse arrived in two days from Memphis warehouse.","[{'term': 'leather carrying case', 'polarity': 'neutral'}, {'term': 'keyboard', 'polarity': 'neutral'}, {'term': 'mouse', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The local computer repair shops send out ads that say, along the lines of, we can fix almost any problem or computer, usually even the troublesome Toshiba Satellite.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The magnetic plug-in power charging power cord is great (I even put it to the test by accident) - excellent innovation!,"[{'term': 'magnetic plug-in power charging power cord', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The main drawback is that much of the software I own is not compatible with Mac, and iWork is not worth the price.","[{'term': 'iWork', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The manufacturer's warranty only covers replacement/repair of parts.,"[{'term': 'warranty', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The mouse is way way way too sensitive.,"[{'term': 'mouse', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The much-lauded combined touchpad and clicker is a nightmare.,"[{'term': 'combined touch pad and clicker', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The new editions give you more hard disk space (500GB instead of 320GB), but time has taught me never to trust an internal hard disk.","[{'term': 'Hard disk', 'polarity': 'neutral'}, {'term': 'hard disk space', 'polarity': 'positive'}, {'term': 'internal hard disk', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The only bad part is the size\weight.,"[{'term': 'size', 'polarity': 'negative'}, {'term': 'weight', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The only downside is that when I play a certain game on here, it tends to freeze up sometimes, but that's the only negative thing about this computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The only drawback is it overheats.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The operating system and user interface is very intuitive, and the large multi-touch trackpad is amazing.","[{'term': 'operating system', 'polarity': 'positive'}, {'term': 'user interface', 'polarity': 'positive'}, {'term': 'multi-touch track pad', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The powerpoint opened seamlessly in the apple, and the mac hooked up to the projector so easily it was almost scary.","[{'term': 'powerpoint', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The processor an AMD Sempron at 2.1 GHz is a bummer it does not have the power for HD or heavy computing.,"[{'term': 'processor', 'polarity': 'negative'}, {'term': 'computing', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The quality is true at a great price!,"[{'term': 'quality', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The rep did not even answer my question, I had to ask him if he understood what I ask or if he spoke English because he didn't even try to acknowledge my question.","[{'term': 'rep', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The screen displays great colors.,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'colors', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The screen graphics, clarity, and sharpness are great.","[{'term': 'screen graphics', 'polarity': 'positive'}, {'term': 'clarity', 'polarity': 'positive'}, {'term': 'sharpness', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
